Parsing alignment rod_subt2_mt3cp ... ... 
Length alignment: 3662
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: berylmys_bowersi | Num gaps: 3056 | Missing taxon?: N | % Missing data: 83.4516657564173
Taxon: bibimys | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: blarinomys_breviceps | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: necromys_amoenus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: necromys_lasiurus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: necromys_temchuki | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: necromys_urichi | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: brachiones_przewalskii | Num gaps: 3059 | Missing taxon?: N | % Missing data: 83.5335882031677
Taxon: brucepattersonius | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: bullimus_bagobus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: bullimus_gamay | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: bullimus_luzonicus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: bunomys_andrewsi | Num gaps: 3070 | Missing taxon?: N | % Missing data: 83.8339705079192
Taxon: bunomys_chrysocomus | Num gaps: 3338 | Missing taxon?: N | % Missing data: 91.1523757509558
Taxon: bunomys_penitus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: calomys_aff_expulsus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: calomys_callosus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_expulsus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: calomys_fecundus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_hummelincki | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_laucha | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_lepidus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_musculinus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_sorellus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_tener | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: calomys_tocantinsi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: calomys_venustus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: carpomys_phaeurus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: cerradomys_scotti | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: cerradomys_subflavus | Num gaps: 3307 | Missing taxon?: N | % Missing data: 90.3058438012015
Taxon: chelemys_macronyx | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: chelemys_megalonyx | Num gaps: 3292 | Missing taxon?: N | % Missing data: 89.8962315674495
Taxon: chilomys_instans | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: chinchillula_sahamae | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: chiromyscus_chiropus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: chiromyscus_langbianis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: chiromyscus_thomasi | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: chiropodomys_gliroides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: chiruromys_vates | Num gaps: 3067 | Missing taxon?: N | % Missing data: 83.7520480611688
Taxon: chrotomys_gonzalesi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: chrotomys_mindorensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: chrotomys_sibuyanensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: chrotomys_silaceus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: chrotomys_whiteheadi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: colomys_goslingi | Num gaps: 3284 | Missing taxon?: N | % Missing data: 89.6777717094484
Taxon: conilurus_penicillatus | Num gaps: 3056 | Missing taxon?: N | % Missing data: 83.4516657564173
Taxon: crateromys_heaneyi | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: cremnomys_cutchicus | Num gaps: 3294 | Missing taxon?: N | % Missing data: 89.9508465319498
Taxon: crossomys_moncktoni | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: crunomys_celebensis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: crunomys_melanius | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: crunomys_suncoides | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: dacnomys_millardi | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: dasymys_incomtus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: dasymys_rufulus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: delomys_collinus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: delomys_dorsalis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: delomys_sublineatus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: deltamys_kempi | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: deltamys_kempi_langutthi | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: dephomys_defua~ | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: desmodilliscus_braueri | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: desmodillus_auricularis | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: desmomys_harringtoni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: diplothrix_legata~ | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: dipodillus_campestris | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: dipodillus_dasyurus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: dipodillus_rupicola | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: dipodillus_simoni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: drymoreomys_albimaculatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: echiothrix_centrosa | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: eligmodontia_bolsonensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: eligmodontia_hirtipes | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: eligmodontia_moreni | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: eligmodontia_morgani | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: eligmodontia_puerulus | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: eligmodontia_typus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: eremoryzomys_polius | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: euneomys_chinchilloides | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: euryoryzomys_lamia | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: euryoryzomys_macconnelli | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: euryoryzomys_nitidus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: euryoryzomys_russatus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: galenomys_garleppi | Num gaps: 3279 | Missing taxon?: N | % Missing data: 89.5412342981977
Taxon: geoxus_valdivianus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: gerbilliscus_afra | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_brantsii | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_gambianus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_guineae | Num gaps: 3283 | Missing taxon?: N | % Missing data: 89.6504642271983
Taxon: gerbilliscus_kempi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_leucogaster | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_nigricaudus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_phillipsi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbilliscus_robustus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: gerbilliscus_vicinus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillurus_paeba | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillurus_setzeri | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillurus_tytonis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillurus_vallinus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: gerbillus_amoenus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_andersoni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_cheesmani | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_floweri | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_gerbillus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: gerbillus_henleyi | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_hesperinus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_hoogstrali | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_latastei | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_nancillus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_nanus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_nigeriae | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_occiduus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: gerbillus_perpallidus | Num gaps: 3286 | Missing taxon?: N | % Missing data: 89.7323866739487
Taxon: gerbillus_poecilops | Num gaps: 3291 | Missing taxon?: N | % Missing data: 89.8689240851993
Taxon: gerbillus_pyramidum | Num gaps: 3287 | Missing taxon?: N | % Missing data: 89.7596941561988
Taxon: gerbillus_tarabuli | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: golunda_ellioti | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: grammomys_dolichurus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: grammomys_gazellae | Num gaps: 3329 | Missing taxon?: N | % Missing data: 90.9066084107045
Taxon: grammomys_ibeanus | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: grammomys_macmillani | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: grammomys_surdaster | Num gaps: 3318 | Missing taxon?: N | % Missing data: 90.606226105953
Taxon: graomys_centralis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: graomys_chacoensis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: graomys_domorum | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: graomys_griseoflavus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: halmaheramys_bokimekot | Num gaps: 3346 | Missing taxon?: N | % Missing data: 91.3708356089569
Taxon: handleyomys_alfaroi | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: handleyomys_chapmani | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: handleyomys_guerrerensis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: handleyomys_melanotis | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: handleyomys_rostratus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: handleyomys_saturatior | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: heimyscus_fumosus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: holochilus_brasiliensis | Num gaps: 2966 | Missing taxon?: N | % Missing data: 80.993992353905
Taxon: holochilus_chacarius | Num gaps: 3270 | Missing taxon?: N | % Missing data: 89.2954669579465
Taxon: holochilus_sciureus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: hybomys_univittatus | Num gaps: 3055 | Missing taxon?: N | % Missing data: 83.4243582741671
Taxon: hydromys_chrysogaster | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: hylaeamys_acritus | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: hylaeamys_laticeps | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: hylaeamys_megacephalus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: hylaeamys_perenensis | Num gaps: 3662 | Missing taxon?: Y | % Missing data: 100
Taxon: hylaeamys_yunganus | Num gaps: 3281 | Missing taxon?: N | % Missing data: 89.595849262698
Taxon: hylomyscus_aeta | Num gaps: 3286 | Missing taxon?: N | % Missing data: 89.7323866739487
Taxon: hylomyscus_alleni | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: hylomyscus_anselli | Num gaps: 3286 | Missing taxon?: N | % Missing data: 89.7323866739487
Taxon: hylomyscus_arcimontensis | Num gaps: 3290 | Missing taxon?: N | % Missing data: 89.8416166029492
Taxon: hylomyscus_baeri | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
Taxon: hylomyscus_denniae | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8143091206991
Taxon: hylomyscus_vulcanorum | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8143091206991
Taxon: hylomyscus_endorobae | Num gaps: 3289 | Missing taxon?: N | % Missing data: 89.8143091206991
Taxon: hylomyscus_grandis | Num gaps: 3282 | Missing taxon?: N | % Missing data: 89.6231567449481
