Parsing alignment rod_subt1_nt12cp ... ... 
Length alignment: 423700
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 420004 | Missing taxon?: N | % Missing data: 99.1276846825584
Taxon: alticola_strelzowi_desertorum | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: alticola_tuvinicus | Num gaps: 421690 | Missing taxon?: N | % Missing data: 99.5256077413264
Taxon: anomalurus | Num gaps: 411660 | Missing taxon?: N | % Missing data: 97.1583667689403
Taxon: arvicola_amphibius | Num gaps: 420196 | Missing taxon?: N | % Missing data: 99.172999763984
Taxon: arvicola_sapidus | Num gaps: 423012 | Missing taxon?: N | % Missing data: 99.8376209582252
Taxon: arvicola_scherman | Num gaps: 423008 | Missing taxon?: N | % Missing data: 99.8366768940288
Taxon: baiomys_musculus | Num gaps: 421118 | Missing taxon?: N | % Missing data: 99.3906065612462
Taxon: baiomys_taylori | Num gaps: 421760 | Missing taxon?: N | % Missing data: 99.5421288647628
Taxon: beamys_hindei | Num gaps: 420866 | Missing taxon?: N | % Missing data: 99.3311305168751
Taxon: blanfordimys_afghanus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: blanfordimys_bucharensis | Num gaps: 423110 | Missing taxon?: N | % Missing data: 99.8607505310361
Taxon: brachytarsomys_albicauda | Num gaps: 419964 | Missing taxon?: N | % Missing data: 99.1182440405948
Taxon: brachyuromys_betsileoensis | Num gaps: 420684 | Missing taxon?: N | % Missing data: 99.2881755959405
Taxon: brachyuromys_ramirohitra | Num gaps: 423102 | Missing taxon?: N | % Missing data: 99.8588624026434
Taxon: calomyscus_bailwardi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: calomyscus_baluchi | Num gaps: 422332 | Missing taxon?: N | % Missing data: 99.6771300448431
Taxon: calomyscus_hotsoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cannomys_badius | Num gaps: 422624 | Missing taxon?: N | % Missing data: 99.7460467311777
Taxon: cardiocranius_paradoxus | Num gaps: 420978 | Missing taxon?: N | % Missing data: 99.3575643143734
Taxon: castor_canadensis | Num gaps: 411404 | Missing taxon?: N | % Missing data: 97.0979466603729
Taxon: castor_fiber | Num gaps: 416452 | Missing taxon?: N | % Missing data: 98.289355676186
Taxon: castor_fiber_albicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: castor_fiber_birulai | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: castor_fiber_pohlei | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_arenarius | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_siccus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_artus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_baileyi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_californicus | Num gaps: 421680 | Missing taxon?: N | % Missing data: 99.5232475808355
Taxon: chaetodipus_dalquesti | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_eremicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_fallax | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_formosus | Num gaps: 422278 | Missing taxon?: N | % Missing data: 99.6643851781921
Taxon: chaetodipus_goldmani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_hispidus | Num gaps: 423022 | Missing taxon?: N | % Missing data: 99.8399811187161
Taxon: chaetodipus_intermedius | Num gaps: 423066 | Missing taxon?: N | % Missing data: 99.8503658248761
Taxon: chaetodipus_nelsoni | Num gaps: 422930 | Missing taxon?: N | % Missing data: 99.8182676421997
Taxon: chaetodipus_penicillatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_pernix | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_rudinoris | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chaetodipus_spinatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: chionomys_gud | Num gaps: 422504 | Missing taxon?: N | % Missing data: 99.7177248052868
Taxon: chionomys_nivalis | Num gaps: 419408 | Missing taxon?: N | % Missing data: 98.9870191173
Taxon: chionomys_roberti | Num gaps: 422496 | Missing taxon?: N | % Missing data: 99.715836676894
Taxon: cratogeomys_castanops | Num gaps: 416108 | Missing taxon?: N | % Missing data: 98.2081661552986
Taxon: cratogeomys_fulvescens | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_fumosus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_fumosus_angustirostris~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_fumosus_imparilis~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_goldmani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_goldmani_rubellus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_gymnurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_merriami | Num gaps: 422908 | Missing taxon?: N | % Missing data: 99.8130752891197
Taxon: cratogeomys_neglectus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_perotensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_planiceps | Num gaps: 423030 | Missing taxon?: N | % Missing data: 99.8418692471088
Taxon: cratogeomys_tylorhinus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cratogeomys_zinseri | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetomys_ansorgei | Num gaps: 422904 | Missing taxon?: N | % Missing data: 99.8121312249233
Taxon: cricetomys_emini | Num gaps: 422888 | Missing taxon?: N | % Missing data: 99.8083549681378
Taxon: cricetomys_gambianus | Num gaps: 421686 | Missing taxon?: N | % Missing data: 99.5246636771301
Taxon: cricetulus_barabensis | Num gaps: 423366 | Missing taxon?: N | % Missing data: 99.9211706396035
Taxon: cricetulus_griseus | Num gaps: 410314 | Missing taxon?: N | % Missing data: 96.8406891668633
Taxon: urocricetus_kamensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: urocricetus_lama | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetulus_longicaudatus | Num gaps: 422186 | Missing taxon?: N | % Missing data: 99.6426717016757
Taxon: cricetulus_migratorius~ | Num gaps: 419844 | Missing taxon?: N | % Missing data: 99.0899221147038
Taxon: cricetulus_migratorius_phaeus~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetulus_sokolovi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: cricetus_cricetus | Num gaps: 418602 | Missing taxon?: N | % Missing data: 98.7967901817324
Taxon: delanymys_brooksi | Num gaps: 421854 | Missing taxon?: N | % Missing data: 99.5643143733774
Taxon: dendromus_insignis | Num gaps: 421692 | Missing taxon?: N | % Missing data: 99.5260797734246
Taxon: dendromus_melanotis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dendromus_mesomelas | Num gaps: 420520 | Missing taxon?: N | % Missing data: 99.2494689638895
Taxon: dendromus_mystacalis | Num gaps: 422932 | Missing taxon?: N | % Missing data: 99.8187396742979
Taxon: dendromus_nyasae_kivu | Num gaps: 422400 | Missing taxon?: N | % Missing data: 99.6931791361813
Taxon: dendromus_nyikae | Num gaps: 422882 | Missing taxon?: N | % Missing data: 99.8069388718433
Taxon: deomys_ferrugineus | Num gaps: 419664 | Missing taxon?: N | % Missing data: 99.0474392258674
Taxon: dicrostonyx_groenlandicus | Num gaps: 422996 | Missing taxon?: N | % Missing data: 99.8338447014397
Taxon: dicrostonyx_hudsonius | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dicrostonyx_richardsoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dicrostonyx_torquatus | Num gaps: 422358 | Missing taxon?: N | % Missing data: 99.6832664621194
Taxon: dinaromys_bogdanovi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_agilis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_californicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_compactus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_deserti | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_elator | Num gaps: 423166 | Missing taxon?: N | % Missing data: 99.8739674297852
Taxon: dipodomys_elephantinus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_gravipes | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_heermanni | Num gaps: 412206 | Missing taxon?: N | % Missing data: 97.2872315317442
Taxon: dipodomys_ingens | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_insularis~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami | Num gaps: 419904 | Missing taxon?: N | % Missing data: 99.1040830776493
Taxon: dipodomys_merriami_annulus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami_arenivagus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami_brunensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami_margaritae | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami_melanurus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_merriami_platycephalus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_microps | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_nelsoni | Num gaps: 422412 | Missing taxon?: N | % Missing data: 99.6960113287704
Taxon: dipodomys_nitratoides | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_ordii | Num gaps: 291048 | Missing taxon?: N | % Missing data: 68.6919990559358
Taxon: dipodomys_panamintinus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_phillipsii | Num gaps: 422472 | Missing taxon?: N | % Missing data: 99.7101722917158
Taxon: dipodomys_simulans | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_simulans_peninsularis~ | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_spectabilis | Num gaps: 422282 | Missing taxon?: N | % Missing data: 99.6653292423885
Taxon: dipodomys_stephensi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipodomys_venustus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: dipus_sagitta | Num gaps: 419550 | Missing taxon?: N | % Missing data: 99.0205333962709
Taxon: eliurus_antsingy | Num gaps: 422446 | Missing taxon?: N | % Missing data: 99.7040358744395
Taxon: eliurus_carletoni | Num gaps: 422448 | Missing taxon?: N | % Missing data: 99.7045079065376
Taxon: eliurus_ellermani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eliurus_grandidieri | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eliurus_majori | Num gaps: 422446 | Missing taxon?: N | % Missing data: 99.7040358744395
Taxon: eliurus_minor | Num gaps: 421626 | Missing taxon?: N | % Missing data: 99.5105027141846
Taxon: eliurus_myoxinus | Num gaps: 422890 | Missing taxon?: N | % Missing data: 99.808827000236
Taxon: eliurus_tanala | Num gaps: 421108 | Missing taxon?: N | % Missing data: 99.3882464007552
Taxon: eliurus_webbi | Num gaps: 422454 | Missing taxon?: N | % Missing data: 99.7059240028322
Taxon: ellobius_fuscocapillus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: ellobius_talpinus | Num gaps: 422668 | Missing taxon?: N | % Missing data: 99.7564314373377
Taxon: ellobius_tancrei | Num gaps: 423142 | Missing taxon?: N | % Missing data: 99.868303044607
Taxon: eolagurus_luteus | Num gaps: 423140 | Missing taxon?: N | % Missing data: 99.8678310125088
Taxon: eospalax_baileyi | Num gaps: 419322 | Missing taxon?: N | % Missing data: 98.9667217370781
Taxon: eospalax_cansus | Num gaps: 421280 | Missing taxon?: N | % Missing data: 99.428841161199
Taxon: eospalax_fontanierii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eospalax_rothschildi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eospalax_rufescens | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eospalax_smithii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_cachinus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_chinensis | Num gaps: 423192 | Missing taxon?: N | % Missing data: 99.8801038470616
Taxon: eothenomys_custos | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_eleusis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_eva | Num gaps: 423072 | Missing taxon?: N | % Missing data: 99.8517819211706
Taxon: eothenomys_inez | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_melanogaster | Num gaps: 420990 | Missing taxon?: N | % Missing data: 99.3603965069625
Taxon: eothenomys_miletus | Num gaps: 423000 | Missing taxon?: N | % Missing data: 99.8347887656361
Taxon: eothenomys_olitor | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eothenomys_proditor | Num gaps: 423160 | Missing taxon?: N | % Missing data: 99.8725513334907
Taxon: myodes_smithii | Num gaps: 421488 | Missing taxon?: N | % Missing data: 99.47793249941
Taxon: eothenomys_wardi | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: eozapus_setchuanus | Num gaps: 421200 | Missing taxon?: N | % Missing data: 99.4099598772717
Taxon: eremodipus_lichtensteini | Num gaps: 421152 | Missing taxon?: N | % Missing data: 99.3986311069153
Taxon: euchoreutes_naso | Num gaps: 420854 | Missing taxon?: N | % Missing data: 99.3282983242861
Taxon: geomys_arenarius | Num gaps: 422868 | Missing taxon?: N | % Missing data: 99.803634647156
Taxon: geomys_attwateri | Num gaps: 422872 | Missing taxon?: N | % Missing data: 99.8045787113524
Taxon: geomys_breviceps | Num gaps: 420804 | Missing taxon?: N | % Missing data: 99.3164975218315
Taxon: geomys_breviceps_sagittalis | Num gaps: 422858 | Missing taxon?: N | % Missing data: 99.8012744866651
Taxon: geomys_bursarius | Num gaps: 421106 | Missing taxon?: N | % Missing data: 99.3877743686571
Taxon: geomys_jugossicularis_halli | Num gaps: 422872 | Missing taxon?: N | % Missing data: 99.8045787113524
Taxon: geomys_bursarius_illinoensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: geomys_bursarius_industrius | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: geomys_lutescens | Num gaps: 422818 | Missing taxon?: N | % Missing data: 99.7918338447014
Taxon: geomys_bursarius_major | Num gaps: 422858 | Missing taxon?: N | % Missing data: 99.8012744866651
Taxon: geomys_bursarius_majusculus | Num gaps: 422808 | Missing taxon?: N | % Missing data: 99.7894736842105
Taxon: geomys_bursarius_missouriensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: geomys_bursarius_ozarkensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: geomys_jugossicularis_jugossicularis | Num gaps: 422854 | Missing taxon?: N | % Missing data: 99.8003304224687
Taxon: geomys_knoxjonesi | Num gaps: 422840 | Missing taxon?: N | % Missing data: 99.7970261977814
Taxon: geomys_personatus_davisi | Num gaps: 422858 | Missing taxon?: N | % Missing data: 99.8012744866651
Taxon: geomys_personatus_maritimus | Num gaps: 422856 | Missing taxon?: N | % Missing data: 99.8008024545669
Taxon: geomys_personatus_megapotamus | Num gaps: 422896 | Missing taxon?: N | % Missing data: 99.8102430965306
Taxon: geomys_personatus_personatus | Num gaps: 422884 | Missing taxon?: N | % Missing data: 99.8074109039415
Taxon: geomys_pinetis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: geomys_pinetis_mobilensis | Num gaps: 422854 | Missing taxon?: N | % Missing data: 99.8003304224687
Taxon: geomys_streckeri | Num gaps: 422864 | Missing taxon?: N | % Missing data: 99.8026905829596
Taxon: geomys_texensis | Num gaps: 422880 | Missing taxon?: N | % Missing data: 99.8064668397451
Taxon: geomys_tropicalis | Num gaps: 422876 | Missing taxon?: N | % Missing data: 99.8055227755487
Taxon: gymnuromys_roberti | Num gaps: 420524 | Missing taxon?: N | % Missing data: 99.2504130280859
Taxon: habromys_chinanteco | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: habromys_delicatulus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: habromys_ixtlani | Num gaps: 422528 | Missing taxon?: N | % Missing data: 99.723389190465
Taxon: habromys_lepturus | Num gaps: 420134 | Missing taxon?: N | % Missing data: 99.1583667689403
Taxon: habromys_lophurus | Num gaps: 422532 | Missing taxon?: N | % Missing data: 99.7243332546613
Taxon: habromys_simulatus | Num gaps: 423150 | Missing taxon?: N | % Missing data: 99.8701911729998
Taxon: hapalomys_delacouri | Num gaps: 423318 | Missing taxon?: N | % Missing data: 99.9098418692471
Taxon: heteromys_anomalus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_australis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_desmarestianus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_gaumeri | Num gaps: 422856 | Missing taxon?: N | % Missing data: 99.8008024545669
Taxon: heteromys_goldmani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_nelsoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_nubicolens | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_oresterus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: hodomys_alleni | Num gaps: 422292 | Missing taxon?: N | % Missing data: 99.6676894028794
Taxon: hypogeomys_antimena | Num gaps: 419040 | Missing taxon?: N | % Missing data: 98.9001652112344
Taxon: idiurus_macrotis | Num gaps: 422890 | Missing taxon?: N | % Missing data: 99.808827000236
Taxon: isthmomys_pirrensis | Num gaps: 422524 | Missing taxon?: N | % Missing data: 99.7224451262686
Taxon: jaculus_blanfordi | Num gaps: 420842 | Missing taxon?: N | % Missing data: 99.325466131697
Taxon: jaculus_deserti | Num gaps: 421296 | Missing taxon?: N | % Missing data: 99.4326174179844
Taxon: jaculus_jaculus | Num gaps: 414754 | Missing taxon?: N | % Missing data: 97.8886004248289
Taxon: jaculus_orientalis | Num gaps: 420068 | Missing taxon?: N | % Missing data: 99.1427897097003
Taxon: lagurus_lagurus | Num gaps: 422572 | Missing taxon?: N | % Missing data: 99.733773896625
Taxon: lasiopodomys_brandtii | Num gaps: 422398 | Missing taxon?: N | % Missing data: 99.6927071040831
Taxon: microtus_gregalis | Num gaps: 423132 | Missing taxon?: N | % Missing data: 99.8659428841161
Taxon: lasiopodomys_mandarinus | Num gaps: 423106 | Missing taxon?: N | % Missing data: 99.8598064668397
Taxon: lemmus_lemmus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: lemmus_sibiricus | Num gaps: 423112 | Missing taxon?: N | % Missing data: 99.8612225631343
Taxon: lemmus_trimucronatus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: liomys_adspersus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: liomys_irroratus | Num gaps: 422910 | Missing taxon?: N | % Missing data: 99.8135473212178
Taxon: liomys_pictus | Num gaps: 422908 | Missing taxon?: N | % Missing data: 99.8130752891197
Taxon: liomys_salvini | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: liomys_spectabilis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: lophuromys_flavopunctatus | Num gaps: 421224 | Missing taxon?: N | % Missing data: 99.4156242624499
Taxon: lophuromys_sikapusi | Num gaps: 421552 | Missing taxon?: N | % Missing data: 99.4930375265518
Taxon: lophuromys_zena | Num gaps: 422558 | Missing taxon?: N | % Missing data: 99.7304696719377
Taxon: macrotarsomys | Num gaps: 421508 | Missing taxon?: N | % Missing data: 99.4826528203918
Taxon: megadontomys_cryophilus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: megadontomys_nelsoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: megadontomys_thomasi | Num gaps: 422532 | Missing taxon?: N | % Missing data: 99.7243332546613
Taxon: mesocricetus_auratus | Num gaps: 399898 | Missing taxon?: N | % Missing data: 94.382345999528
Taxon: mesocricetus_brandti | Num gaps: 423214 | Missing taxon?: N | % Missing data: 99.8852962001416
Taxon: mesocricetus_newtoni | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: mesocricetus_raddei | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microdipodops_megacephalus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microdipodops_pallidus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_abbreviatus | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_agrestis | Num gaps: 416744 | Missing taxon?: N | % Missing data: 98.3582723625207
Taxon: microtus_anatolicus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_arvalis | Num gaps: 417742 | Missing taxon?: N | % Missing data: 98.5938163795138
Taxon: microtus_bavaricus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_cabrerae | Num gaps: 420804 | Missing taxon?: N | % Missing data: 99.3164975218315
Taxon: microtus_californicus | Num gaps: 421196 | Missing taxon?: N | % Missing data: 99.4090158130753
Taxon: microtus_canicaudus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_chrotorrhinus | Num gaps: 422594 | Missing taxon?: N | % Missing data: 99.738966249705
Taxon: microtus_daghestanicus | Num gaps: 423140 | Missing taxon?: N | % Missing data: 99.8678310125088
Taxon: microtus_dogramacii | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_duodecimcostatus | Num gaps: 422406 | Missing taxon?: N | % Missing data: 99.6945952324758
Taxon: microtus_felteni | Num gaps: 423182 | Missing taxon?: N | % Missing data: 99.8777436865707
Taxon: microtus_fortis_calamorum | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_fortis_fortis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_gerbei | Num gaps: 423008 | Missing taxon?: N | % Missing data: 99.8366768940288
Taxon: microtus_guatemalensis | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_guentheri | Num gaps: 423100 | Missing taxon?: N | % Missing data: 99.8583903705452
Taxon: microtus_irani | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_kikuchii | Num gaps: 420942 | Missing taxon?: N | % Missing data: 99.3490677366061
Taxon: microtus_kirgisorum | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_levis | Num gaps: 422878 | Missing taxon?: N | % Missing data: 99.8059948076469
Taxon: microtus_liechtensteini | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
Taxon: microtus_limnophilus | Num gaps: 423700 | Missing taxon?: Y | % Missing data: 100
