Parsing alignment laurasiatheria_cetartiodactyla_nt12cp ... ... 
Length alignment: 191394
Number of taxa: 431
Taxon: addax_nasomaculatus | Num gaps: 191004 | Missing taxon?: N | % Missing data: 99.796231856798
Taxon: bos_indicus | Num gaps: 171752 | Missing taxon?: N | % Missing data: 89.7374003364787
Taxon: bos_javanicus~ | Num gaps: 189192 | Missing taxon?: N | % Missing data: 98.8494937145365
Taxon: bos_javanicus_lowi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: bos_mutus | Num gaps: 190748 | Missing taxon?: N | % Missing data: 99.6624763576706
Taxon: bos_primigenius | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: bos_sauveli | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: bos_taurus | Num gaps: 13782 | Missing taxon?: N | % Missing data: 7.20085269130694
Taxon: boselaphus_tragocamelus | Num gaps: 184318 | Missing taxon?: N | % Missing data: 96.3029144069302
Taxon: bubalus_bubalis | Num gaps: 165798 | Missing taxon?: N | % Missing data: 86.6265400169284
Taxon: bubalus_carabanensis | Num gaps: 187078 | Missing taxon?: N | % Missing data: 97.7449658818981
Taxon: bubalus_depressicornis | Num gaps: 190868 | Missing taxon?: N | % Missing data: 99.7251742478866
Taxon: bubalus_mindorensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: bubalus_quarlesi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: budorcas_taxicolor | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: budorcas_taxicolor_tibetana | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: camelops_cf_hesternus_pdh_2015 | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: camelus_bactrianus | Num gaps: 181006 | Missing taxon?: N | % Missing data: 94.5724526369688
Taxon: camelus_dromedarius | Num gaps: 184162 | Missing taxon?: N | % Missing data: 96.2214071496494
Taxon: camelus_ferus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: caperea_marginata | Num gaps: 180562 | Missing taxon?: N | % Missing data: 94.3404704431696
Taxon: capra_aegagrus | Num gaps: 189370 | Missing taxon?: N | % Missing data: 98.9424955850236
Taxon: capra_aegagrus_blythi~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capra_aegagrus_cretica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capra_caucasica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capra_cylindricornis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capra_falconeri | Num gaps: 191084 | Missing taxon?: N | % Missing data: 99.8380304502754
Taxon: capra_hircus | Num gaps: 152852 | Missing taxon?: N | % Missing data: 79.8624826274596
Taxon: capra_ibex | Num gaps: 189826 | Missing taxon?: N | % Missing data: 99.1807475678443
Taxon: capra_nubiana | Num gaps: 190990 | Missing taxon?: N | % Missing data: 99.7889171029395
Taxon: capra_pyrenaica_hispanica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capra_sibirica | Num gaps: 191070 | Missing taxon?: N | % Missing data: 99.8307156964168
Taxon: capreolus_capreolus | Num gaps: 182572 | Missing taxon?: N | % Missing data: 95.3906601042875
Taxon: capreolus_pygargus | Num gaps: 190576 | Missing taxon?: N | % Missing data: 99.5726093816943
Taxon: capreolus_pygargus_tianschanicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capricornis_crispus | Num gaps: 191010 | Missing taxon?: N | % Missing data: 99.7993667513088
Taxon: capricornis_milneedwardsii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capricornis_milneedwardsii_maritimus~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: capricornis_sumatraensis | Num gaps: 191010 | Missing taxon?: N | % Missing data: 99.7993667513088
Taxon: capricornis_swinhoei | Num gaps: 191010 | Missing taxon?: N | % Missing data: 99.7993667513088
Taxon: capricornis_thar_jamrachi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: catagonus_wagneri | Num gaps: 190978 | Missing taxon?: N | % Missing data: 99.7826473139179
Taxon: cephalophus_adersi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_callipygus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_dorsalis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_harveyi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_jentinki | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_leucogaster | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_natalensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_niger | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_nigrifrons | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_ogilbyi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_rubidus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_rufilatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_silvicultor | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_spadix | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_weynsi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalophus_zebra | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalorhynchus_commersonii | Num gaps: 187018 | Missing taxon?: N | % Missing data: 97.7136169367901
Taxon: cephalorhynchus_eutropia | Num gaps: 190664 | Missing taxon?: N | % Missing data: 99.6185878345194
Taxon: cephalorhynchus_heavisidii | Num gaps: 191078 | Missing taxon?: N | % Missing data: 99.8348955557645
Taxon: cephalorhynchus_hectori_hectori | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cephalorhynchus_hectori_maui | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_canadensis_canadensis | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: cervus_canadensis_nelsoni | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: cervus_canadensis_roosevelti | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_canadensis_sibiricus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_canadensis_songaricus~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus | Num gaps: 184982 | Missing taxon?: N | % Missing data: 96.649842732792
Taxon: cervus_elaphus_atlanticus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_bactrianus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_barbarus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_corsicanus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_hanglu | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_hippelaphus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_hispanicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_italicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_kansuensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_macneilli | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_maral | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_wallichi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_xanthopygus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_elaphus_yarkandensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon | Num gaps: 181422 | Missing taxon?: N | % Missing data: 94.7898053230509
Taxon: cervus_nippon_centralis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon_hortulorum | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon_kopschi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon_mantchuricus | Num gaps: 191024 | Missing taxon?: N | % Missing data: 99.8066815051673
Taxon: cervus_nippon_sichuanicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon_taiouanus | Num gaps: 179062 | Missing taxon?: N | % Missing data: 93.5567468154697
Taxon: cervus_nippon_yakushimae | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: cervus_nippon_yesoensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: connochaetes_gnou | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: connochaetes_taurinus | Num gaps: 190260 | Missing taxon?: N | % Missing data: 99.4075049374589
Taxon: dama_dama | Num gaps: 190308 | Missing taxon?: N | % Missing data: 99.4325840935453
Taxon: dama_mesopotamica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: damaliscus_lunatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: damaliscus_pygargus | Num gaps: 189830 | Missing taxon?: N | % Missing data: 99.1828374975182
Taxon: delphinapterus_leucas | Num gaps: 159152 | Missing taxon?: N | % Missing data: 83.1541218637993
Taxon: delphinidae_gen_sp_ | Num gaps: 191106 | Missing taxon?: N | % Missing data: 99.8495250634816
Taxon: delphinus_capensis | Num gaps: 178284 | Missing taxon?: N | % Missing data: 93.1502554939026
Taxon: delphinus_delphis | Num gaps: 185836 | Missing taxon?: N | % Missing data: 97.0960427181625
Taxon: delphinus_tropicalis | Num gaps: 190688 | Missing taxon?: N | % Missing data: 99.6311274125626
Taxon: dorcatragus_megalotis | Num gaps: 191076 | Missing taxon?: N | % Missing data: 99.8338505909276
Taxon: elaphodus_cephalophus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: elaphurus_davidianus | Num gaps: 185058 | Missing taxon?: N | % Missing data: 96.6895513965955
Taxon: eschrichtius_robustus | Num gaps: 179670 | Missing taxon?: N | % Missing data: 93.8744161258974
Taxon: eubalaena_australis | Num gaps: 180788 | Missing taxon?: N | % Missing data: 94.458551469743
Taxon: eubalaena_glacialis | Num gaps: 188458 | Missing taxon?: N | % Missing data: 98.465991619382
Taxon: eubalaena_japonica | Num gaps: 190028 | Missing taxon?: N | % Missing data: 99.2862890163746
Taxon: eudorcas_rufifrons | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: eudorcas_thomsonii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: feresa_attenuata | Num gaps: 188402 | Missing taxon?: N | % Missing data: 98.4367326039479
Taxon: gazella_arabica | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_bennettii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_cuvieri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_dorcas | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_dorcas_pelzelnii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_erlangeri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_gazella | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_leptoceros | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_saudiya | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_spekei | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: gazella_subgutturosa~ | Num gaps: 190942 | Missing taxon?: N | % Missing data: 99.7638379468531
Taxon: gazella_marica~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis | Num gaps: 183054 | Missing taxon?: N | % Missing data: 95.6424966299884
Taxon: giraffa_camelopardalis_angolensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_antiquorum | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_giraffa | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_peralta | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_reticulata | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_rothschildi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_thornicrofti | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: giraffa_camelopardalis_tippelskirchi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: globicephala_macrorhynchus | Num gaps: 188248 | Missing taxon?: N | % Missing data: 98.356270311504
Taxon: globicephala_melas | Num gaps: 189824 | Missing taxon?: N | % Missing data: 99.1797026030074
Taxon: grampus_griseus | Num gaps: 179918 | Missing taxon?: N | % Missing data: 94.0039917656771
Taxon: nilgiritragus_hylocrius~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: arabitragus_jayakari | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hemitragus_jemlahicus~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hexaprotodon_liberiensis | Num gaps: 184770 | Missing taxon?: N | % Missing data: 96.5390764600771
Taxon: hippocamelus_antisensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hippocamelus_bisulcus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hippopotamus_amphibius | Num gaps: 162830 | Missing taxon?: N | % Missing data: 85.0758121989195
Taxon: hippotragus_equinus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hippotragus_niger | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: hippotragus_niger_variani | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hydropotes_inermis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hydropotes_inermis_argyropus | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: hyemoschus_aquaticus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hylochoerus_meinertzhageni~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: hyperoodon_ampullatus | Num gaps: 189592 | Missing taxon?: N | % Missing data: 99.0584866819232
Taxon: indopacetus_pacificus~ | Num gaps: 191086 | Missing taxon?: N | % Missing data: 99.8390754151123
Taxon: inia_araguaiaensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: inia_boliviensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: inia_geoffrensis | Num gaps: 178614 | Missing taxon?: N | % Missing data: 93.3226746919966
Taxon: kobus_ellipsiprymnus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: kobus_ellipsiprymnus_defassa | Num gaps: 190868 | Missing taxon?: N | % Missing data: 99.7251742478866
Taxon: kobus_kob | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: kobus_leche | Num gaps: 190770 | Missing taxon?: N | % Missing data: 99.6739709708768
Taxon: kobus_leche_kafuensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: kobus_leche_smithemani | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: kobus_megaceros | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: kobus_vardonii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: kogia_breviceps | Num gaps: 180968 | Missing taxon?: N | % Missing data: 94.552598305067
Taxon: kogia_sima | Num gaps: 179666 | Missing taxon?: N | % Missing data: 93.8723261962235
Taxon: lagenodelphis_hosei | Num gaps: 188916 | Missing taxon?: N | % Missing data: 98.7052885670397
Taxon: lagenorhynchus_acutus~ | Num gaps: 187556 | Missing taxon?: N | % Missing data: 97.9947124779251
Taxon: lagenorhynchus_albirostris~ | Num gaps: 186452 | Missing taxon?: N | % Missing data: 97.417891887938
Taxon: lagenorhynchus_australis | Num gaps: 189570 | Missing taxon?: N | % Missing data: 99.0469920687169
Taxon: lagenorhynchus_cruciger | Num gaps: 189572 | Missing taxon?: N | % Missing data: 99.0480370335538
Taxon: lagenorhynchus_obliquidens | Num gaps: 183900 | Missing taxon?: N | % Missing data: 96.0845167560112
Taxon: lagenorhynchus_obscurus | Num gaps: 187000 | Missing taxon?: N | % Missing data: 97.7042122532577
Taxon: lama_glama | Num gaps: 171218 | Missing taxon?: N | % Missing data: 89.4583947250175
Taxon: lama_glama_argentina~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: lama_glama_chaku~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: lama_guanicoe | Num gaps: 189736 | Missing taxon?: N | % Missing data: 99.1337241501823
Taxon: lama_guanicoe_cacsilensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: lama_guanicoe_huanacus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: lipotes_vexillifer | Num gaps: 177002 | Missing taxon?: N | % Missing data: 92.4804330334284
Taxon: lissodelphis_borealis | Num gaps: 188508 | Missing taxon?: N | % Missing data: 98.4921157403053
Taxon: lissodelphis_peronii | Num gaps: 191088 | Missing taxon?: N | % Missing data: 99.8401203799492
Taxon: litocranius_walleri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: madoqua_guentheri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: madoqua_kirkii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: madoqua_saltiana | Num gaps: 191074 | Missing taxon?: N | % Missing data: 99.8328056260907
Taxon: mazama_americana~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mazama_gouazoupira | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mazama_nemorivaga | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mazama_pandora | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mazama_rufina | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mazama_temama~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: megaptera_novaeangliae | Num gaps: 176836 | Missing taxon?: N | % Missing data: 92.393700951963
Taxon: mesoplodon_bidens | Num gaps: 177398 | Missing taxon?: N | % Missing data: 92.6873360711412
Taxon: mesoplodon_densirostris | Num gaps: 184522 | Missing taxon?: N | % Missing data: 96.4095008202974
Taxon: mesoplodon_europaeus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mesoplodon_ginkgodens | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mesoplodon_grayi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: mesoplodon_peruvianus | Num gaps: 188314 | Missing taxon?: N | % Missing data: 98.3907541511228
Taxon: mesoplodon_stejnegeri | Num gaps: 191086 | Missing taxon?: N | % Missing data: 99.8390754151123
Taxon: monodon_monoceros | Num gaps: 189632 | Missing taxon?: N | % Missing data: 99.0793859786618
Taxon: moschiola_meminna | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_anhuiensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_berezovskii | Num gaps: 189962 | Missing taxon?: N | % Missing data: 99.2518051767558
Taxon: moschus_berezovskii_bijiangensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_berezovskii_caobangis~ | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_chrysogaster | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: moschus_fuscus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_leucogaster | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: moschus_moschiferus | Num gaps: 183284 | Missing taxon?: N | % Missing data: 95.7626675862357
Taxon: muntiacus_crinifrons | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_feae | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_gongshanensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_muntjak | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_muntjak_annamensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_muntjak_menglasis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_muntjak_nigripes | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_muntjak_vaginalis | Num gaps: 190960 | Missing taxon?: N | % Missing data: 99.7732426303855
Taxon: muntiacus_muntjak_yunnanensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_putaoensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_reevesi | Num gaps: 190884 | Missing taxon?: N | % Missing data: 99.733533966582
Taxon: muntiacus_reevesi_micrurus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_rooseveltorum | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_truongsonensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: muntiacus_vuquangensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: naemorhedus_baileyi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: naemorhedus_caudatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: naemorhedus_caudatus_raddeanus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: naemorhedus_goral | Num gaps: 191010 | Missing taxon?: N | % Missing data: 99.7993667513088
Taxon: naemorhedus_griseus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: nanger_dama | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: nanger_dama_mhorr | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: nanger_dama_ruficollis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: nanger_granti | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: nanger_soemmerringii | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neophocaena_asiaeorientalis | Num gaps: 188768 | Missing taxon?: N | % Missing data: 98.6279611691067
Taxon: neophocaena_phocaenoides~ | Num gaps: 175052 | Missing taxon?: N | % Missing data: 91.4615923174185
Taxon: neophocaena_phocaenoides_sunameri | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neotragus_batesi | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neotragus_moschatus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neotragus_moschatus_livingstonianus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neotragus_moschatus_zuluensis | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: neotragus_pygmaeus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
Taxon: odocoileus_hemionus | Num gaps: 189184 | Missing taxon?: N | % Missing data: 98.8453138551888
Taxon: odocoileus_hemionus_californicus | Num gaps: 191394 | Missing taxon?: Y | % Missing data: 100
