Parsing alignment lchiroptera_subt2_nt3cp ... ... 
Length alignment: 117248
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 116570 | Missing taxon?: N | % Missing data: 99.4217385371179
Taxon: artibeus_jamaicensis | Num gaps: 109795 | Missing taxon?: N | % Missing data: 93.6433883733624
Taxon: artibeus_jamaicensis_aequatorialis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_jamaicensis_parvipes | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_jamaicensis_paulus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_jamaicensis_richardsoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_jamaicensis_triomylus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_jamaicensis_yucatanicus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_lituratus | Num gaps: 112602 | Missing taxon?: N | % Missing data: 96.0374590611354
Taxon: artibeus_obscurus | Num gaps: 117072 | Missing taxon?: N | % Missing data: 99.8498908296943
Taxon: artibeus_phaeotis | Num gaps: 116698 | Missing taxon?: N | % Missing data: 99.5309088427948
Taxon: artibeus_planirostris | Num gaps: 116947 | Missing taxon?: N | % Missing data: 99.7432792030568
Taxon: artibeus_planirostris_fallax | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_planirostris_grenadensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_planirostris_hercules | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_planirostris_trinitatis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_schwartzi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_toltecus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: balantiopteryx_infusca | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: balantiopteryx_io | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: balantiopteryx_plicata | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: barbastella_barbastellus | Num gaps: 116541 | Missing taxon?: N | % Missing data: 99.397004639738
Taxon: barbastella_beijingensis | Num gaps: 116695 | Missing taxon?: N | % Missing data: 99.5283501637555
Taxon: barbastella_leucomelas | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: brachyphylla_cavernarum | Num gaps: 116391 | Missing taxon?: N | % Missing data: 99.2690706877729
Taxon: brachyphylla_nana | Num gaps: 115552 | Missing taxon?: N | % Missing data: 98.5534934497817
Taxon: brachyphylla_pumila | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: carollia_benkeithi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: carollia_brevicauda | Num gaps: 116080 | Missing taxon?: N | % Missing data: 99.0038209606987
Taxon: carollia_castanea | Num gaps: 115895 | Missing taxon?: N | % Missing data: 98.8460357532751
Taxon: carollia_manu | Num gaps: 116649 | Missing taxon?: N | % Missing data: 99.4891170851528
Taxon: carollia_perspicillata | Num gaps: 114579 | Missing taxon?: N | % Missing data: 97.7236285480349
Taxon: carollia_sowelli | Num gaps: 116713 | Missing taxon?: N | % Missing data: 99.5437022379913
Taxon: carollia_subrufa | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: centronycteris_centralis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: centronycteris_maximiliani | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: centurio_senex | Num gaps: 115568 | Missing taxon?: N | % Missing data: 98.5671397379913
Taxon: centurio_senex_greenhalli | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: chaerephon_atsinanana | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: chaerephon_jobimena | Num gaps: 116830 | Missing taxon?: N | % Missing data: 99.643490720524
Taxon: chaerephon_leucogaster | Num gaps: 116828 | Missing taxon?: N | % Missing data: 99.6417849344978
Taxon: chaerephon_plicatus | Num gaps: 113226 | Missing taxon?: N | % Missing data: 96.56966430131
Taxon: chaerephon_pumilus | Num gaps: 116537 | Missing taxon?: N | % Missing data: 99.3935930676856
Taxon: chaerephon_pumilus_s_l_tn_2014 | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: chaerephon_pusillus | Num gaps: 116832 | Missing taxon?: N | % Missing data: 99.6451965065502
Taxon: chalinolobus_gouldii | Num gaps: 116512 | Missing taxon?: N | % Missing data: 99.3722707423581
Taxon: chalinolobus_morio | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: chalinolobus_nigrogriseus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: chalinolobus_tuberculatus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: cheiromeles | Num gaps: 116922 | Missing taxon?: N | % Missing data: 99.7219568777293
Taxon: chilonatalus_micropus | Num gaps: 116482 | Missing taxon?: N | % Missing data: 99.3466839519651
Taxon: chilonatalus_tumidifrons | Num gaps: 116796 | Missing taxon?: N | % Missing data: 99.6144923580786
Taxon: chiroderma_doriae | Num gaps: 116687 | Missing taxon?: N | % Missing data: 99.5215270196506
Taxon: chiroderma_improvisum | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: chiroderma_salvini | Num gaps: 116686 | Missing taxon?: N | % Missing data: 99.5206741266376
Taxon: chiroderma_trinitatum | Num gaps: 117090 | Missing taxon?: N | % Missing data: 99.8652429039301
Taxon: chiroderma_villosum | Num gaps: 116642 | Missing taxon?: N | % Missing data: 99.4831468340611
Taxon: choeroniscus | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: choeronycteris_mexicana | Num gaps: 116796 | Missing taxon?: N | % Missing data: 99.6144923580786
Taxon: chrotopterus_auritus | Num gaps: 115730 | Missing taxon?: N | % Missing data: 98.7053084061135
Taxon: cistugo_lesueuri | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: cistugo_seabrae | Num gaps: 116547 | Missing taxon?: N | % Missing data: 99.4021219978166
Taxon: coleura_afra | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: coleura_kibomalandy | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: coleura_seychellensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: cormura_brevirostris | Num gaps: 116733 | Missing taxon?: N | % Missing data: 99.5607600982533
Taxon: corynorhinus_mexicanus | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: corynorhinus_townsendii | Num gaps: 116481 | Missing taxon?: N | % Missing data: 99.345831058952
Taxon: corynorhinus_townsendii_australis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: cynomops | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: cyttarops_alecto | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: artibeus_rava | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: desmodus_rotundus | Num gaps: 112238 | Missing taxon?: N | % Missing data: 95.7270060043668
Taxon: diaemus_youngi | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: diclidurus_albus | Num gaps: 116796 | Missing taxon?: N | % Missing data: 99.6144923580786
Taxon: diclidurus_ingens | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: diclidurus_isabellus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: diclidurus_scutatus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: diphylla_ecaudata | Num gaps: 116617 | Missing taxon?: N | % Missing data: 99.4618245087336
Taxon: ectophylla_alba | Num gaps: 116391 | Missing taxon?: N | % Missing data: 99.2690706877729
Taxon: emballonura_alecto | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: paremballonura_atrata | Num gaps: 114561 | Missing taxon?: N | % Missing data: 97.7082764737991
Taxon: emballonura_beccarii | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: emballonura_dianae | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: emballonura_monticola | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: emballonura_raffrayana | Num gaps: 116303 | Missing taxon?: N | % Missing data: 99.1940161026201
Taxon: emballonura_semicaudata | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: paremballonura_tiavato | Num gaps: 117017 | Missing taxon?: N | % Missing data: 99.8029817139738
Taxon: eptesicus_bobrinskoi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eptesicus_bottae | Num gaps: 116859 | Missing taxon?: N | % Missing data: 99.6682246179039
Taxon: eptesicus_brasiliensis | Num gaps: 116510 | Missing taxon?: N | % Missing data: 99.3705649563319
Taxon: eptesicus_diminutus | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: eptesicus_furinalis | Num gaps: 116496 | Missing taxon?: N | % Missing data: 99.3586244541485
Taxon: eptesicus_fuscus | Num gaps: 115364 | Missing taxon?: N | % Missing data: 98.3931495633188
Taxon: eptesicus_gobiensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eptesicus_hottentotus | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: eptesicus_isabellinus_boscai | Num gaps: 116898 | Missing taxon?: N | % Missing data: 99.7014874454148
Taxon: eptesicus_isabellinus_isabellinus | Num gaps: 116899 | Missing taxon?: N | % Missing data: 99.7023403384279
Taxon: eptesicus_nilssonii | Num gaps: 116440 | Missing taxon?: N | % Missing data: 99.3108624454148
Taxon: vespadelus_regulus | Num gaps: 116512 | Missing taxon?: N | % Missing data: 99.3722707423581
Taxon: vespadelus_darlingtoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eptesicus_serotinus_andersoni | Num gaps: 116900 | Missing taxon?: N | % Missing data: 99.703193231441
Taxon: eptesicus_serotinus_mirza | Num gaps: 116901 | Missing taxon?: N | % Missing data: 99.7040461244542
Taxon: eptesicus_serotinus_pachyomus | Num gaps: 116950 | Missing taxon?: N | % Missing data: 99.7458378820961
Taxon: eptesicus_serotinus_pallens | Num gaps: 116899 | Missing taxon?: N | % Missing data: 99.7023403384279
Taxon: eptesicus_serotinus_turcomanus | Num gaps: 116898 | Missing taxon?: N | % Missing data: 99.7014874454148
Taxon: vespadelus_vulturnus | Num gaps: 116838 | Missing taxon?: N | % Missing data: 99.6503138646288
Taxon: erophylla_bombifrons | Num gaps: 117009 | Missing taxon?: N | % Missing data: 99.796158569869
Taxon: erophylla_sezekorni | Num gaps: 115143 | Missing taxon?: N | % Missing data: 98.2046602074236
Taxon: euderma_maculatum | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: eudiscopus_denticulus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_auripendulus | Num gaps: 115610 | Missing taxon?: N | % Missing data: 98.6029612445415
Taxon: eumops_bonariensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_dabbenei | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_ferox | Num gaps: 116904 | Missing taxon?: N | % Missing data: 99.7066048034934
Taxon: eumops_glaucinus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_floridanus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_hansae | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: eumops_maurus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_patagonicus | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: eumops_perotis | Num gaps: 116877 | Missing taxon?: N | % Missing data: 99.6835766921397
Taxon: eumops_underwoodi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: eumops_wilsoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: falsistrellus_petersi | Num gaps: 116999 | Missing taxon?: N | % Missing data: 99.787629639738
Taxon: furipterus_horrens | Num gaps: 113418 | Missing taxon?: N | % Missing data: 96.7334197598253
Taxon: glauconycteris_argentata | Num gaps: 116509 | Missing taxon?: N | % Missing data: 99.3697120633188
Taxon: glauconycteris_beatrix | Num gaps: 116517 | Missing taxon?: N | % Missing data: 99.3765352074236
Taxon: glauconycteris_egeria | Num gaps: 116514 | Missing taxon?: N | % Missing data: 99.3739765283843
Taxon: glauconycteris_poensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: glauconycteris_variegata | Num gaps: 116148 | Missing taxon?: N | % Missing data: 99.0618176855895
Taxon: glischropus_aquilus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: glischropus_bucephalus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: glischropus_tylopus | Num gaps: 117001 | Missing taxon?: N | % Missing data: 99.7893354257642
Taxon: glossophaga_commissarisi | Num gaps: 116686 | Missing taxon?: N | % Missing data: 99.5206741266376
Taxon: glossophaga_leachii | Num gaps: 116846 | Missing taxon?: N | % Missing data: 99.6571370087336
Taxon: glossophaga_longirostris | Num gaps: 116678 | Missing taxon?: N | % Missing data: 99.5138509825327
Taxon: glossophaga_morenoi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: glossophaga_soricina | Num gaps: 115183 | Missing taxon?: N | % Missing data: 98.2387759279476
Taxon: glyphonycteris_daviesi | Num gaps: 116391 | Missing taxon?: N | % Missing data: 99.2690706877729
Taxon: glyphonycteris_sylvestris | Num gaps: 116568 | Missing taxon?: N | % Missing data: 99.4200327510917
Taxon: harpiocephalus_harpia | Num gaps: 116474 | Missing taxon?: N | % Missing data: 99.3398608078603
Taxon: harpiocephalus_mordax | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: harpiola_isodon | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hesperoptenus_blanfordi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hesperoptenus_tomesi | Num gaps: 116856 | Missing taxon?: N | % Missing data: 99.6656659388646
Taxon: eptesicus_macrotus | Num gaps: 116510 | Missing taxon?: N | % Missing data: 99.3705649563319
Taxon: eptesicus_magellanicus | Num gaps: 116510 | Missing taxon?: N | % Missing data: 99.3705649563319
Taxon: hsunycteris_cadenai | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hsunycteris_pattoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hsunycteris_thomasi | Num gaps: 116107 | Missing taxon?: N | % Missing data: 99.0268490720524
Taxon: hylonycteris_underwoodi | Num gaps: 115862 | Missing taxon?: N | % Missing data: 98.8178902838428
Taxon: hypsugo_alaschanicus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hypsugo_anchietae | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hypsugo_ariel | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: hypsugo_cadornae | Num gaps: 116547 | Missing taxon?: N | % Missing data: 99.4021219978166
Taxon: hypsugo_eisentrauti | Num gaps: 116510 | Missing taxon?: N | % Missing data: 99.3705649563319
Taxon: hypsugo_savii | Num gaps: 116517 | Missing taxon?: N | % Missing data: 99.3765352074236
Taxon: ia_io | Num gaps: 113326 | Missing taxon?: N | % Missing data: 96.6549536026201
Taxon: idionycteris_phyllotis | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: kerivoula_hardwickii | Num gaps: 116267 | Missing taxon?: N | % Missing data: 99.1633119541485
Taxon: kerivoula_intermedia | Num gaps: 116897 | Missing taxon?: N | % Missing data: 99.7006345524018
Taxon: kerivoula_kachinensis | Num gaps: 116861 | Missing taxon?: N | % Missing data: 99.6699304039301
Taxon: kerivoula_lenis | Num gaps: 116601 | Missing taxon?: N | % Missing data: 99.448178220524
Taxon: kerivoula_minuta | Num gaps: 116897 | Missing taxon?: N | % Missing data: 99.7006345524018
Taxon: kerivoula_papillosa | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
Taxon: kerivoula_pellucida | Num gaps: 116542 | Missing taxon?: N | % Missing data: 99.3978575327511
Taxon: kerivoula_titania | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: kerivoula_whiteheadi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: laephotis_botswanae | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: laephotis_namibensis | Num gaps: 116509 | Missing taxon?: N | % Missing data: 99.3697120633188
Taxon: laephotis_wintoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: lasionycteris_noctivagans | Num gaps: 116543 | Missing taxon?: N | % Missing data: 99.3987104257642
Taxon: lasiurus_atratus | Num gaps: 116517 | Missing taxon?: N | % Missing data: 99.3765352074236
Taxon: lasiurus_blossevillii | Num gaps: 116532 | Missing taxon?: N | % Missing data: 99.3893286026201
Taxon: lasiurus_borealis | Num gaps: 116515 | Missing taxon?: N | % Missing data: 99.3748294213974
Taxon: lasiurus_cinereus | Num gaps: 116334 | Missing taxon?: N | % Missing data: 99.2204557860262
Taxon: lasiurus_cinereus_semotus | Num gaps: 117013 | Missing taxon?: N | % Missing data: 99.7995701419214
Taxon: lasiurus_ega | Num gaps: 116523 | Missing taxon?: N | % Missing data: 99.3816525655022
Taxon: lasiurus_intermedius | Num gaps: 116540 | Missing taxon?: N | % Missing data: 99.3961517467249
Taxon: lasiurus_seminolus | Num gaps: 116524 | Missing taxon?: N | % Missing data: 99.3825054585153
Taxon: lasiurus_xanthinus | Num gaps: 116520 | Missing taxon?: N | % Missing data: 99.3790938864629
Taxon: leptonycteris_curasoae | Num gaps: 115150 | Missing taxon?: N | % Missing data: 98.2106304585153
Taxon: leptonycteris_nivalis | Num gaps: 116869 | Missing taxon?: N | % Missing data: 99.6767535480349
Taxon: leptonycteris_yerbabuenae | Num gaps: 113524 | Missing taxon?: N | % Missing data: 96.823826419214
Taxon: lichonycteris_obscura | Num gaps: 116910 | Missing taxon?: N | % Missing data: 99.7117221615721
Taxon: lionycteris_spurrelli | Num gaps: 116396 | Missing taxon?: N | % Missing data: 99.2733351528384
Taxon: lonchophylla_chocoana | Num gaps: 116846 | Missing taxon?: N | % Missing data: 99.6571370087336
Taxon: lonchophylla_concava | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: lonchophylla_dekeyseri | Num gaps: 116847 | Missing taxon?: N | % Missing data: 99.6579899017467
Taxon: lonchophylla_handleyi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: lonchophylla_hesperia | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: lonchophylla_mordax | Num gaps: 117087 | Missing taxon?: N | % Missing data: 99.8626842248908
Taxon: lonchophylla_orienticollina | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: lonchophylla_robusta | Num gaps: 115146 | Missing taxon?: N | % Missing data: 98.2072188864629
Taxon: lonchorhina_aurita | Num gaps: 116391 | Missing taxon?: N | % Missing data: 99.2690706877729
Taxon: lonchorhina_inusitata | Num gaps: 116685 | Missing taxon?: N | % Missing data: 99.5198212336245
Taxon: lonchorhina_orinocensis | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: lophostoma_brasiliense | Num gaps: 116392 | Missing taxon?: N | % Missing data: 99.269923580786
Taxon: lophostoma_carrikeri | Num gaps: 116694 | Missing taxon?: N | % Missing data: 99.5274972707424
Taxon: lophostoma_evotis | Num gaps: 116419 | Missing taxon?: N | % Missing data: 99.2929516921397
Taxon: lophostoma_schulzi | Num gaps: 116391 | Missing taxon?: N | % Missing data: 99.2690706877729
Taxon: lophostoma_silvicolum | Num gaps: 115416 | Missing taxon?: N | % Missing data: 98.4375
Taxon: lophostoma_occidentalis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: macrophyllum_macrophyllum | Num gaps: 116392 | Missing taxon?: N | % Missing data: 99.269923580786
Taxon: macrotus_californicus | Num gaps: 115916 | Missing taxon?: N | % Missing data: 98.8639465065502
Taxon: macrotus_waterhousii | Num gaps: 115560 | Missing taxon?: N | % Missing data: 98.5603165938865
Taxon: mesophylla_macconnelli | Num gaps: 116794 | Missing taxon?: N | % Missing data: 99.6127865720524
Taxon: micronycteris_brachyotis | Num gaps: 116392 | Missing taxon?: N | % Missing data: 99.269923580786
Taxon: micronycteris_brosseti | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: micronycteris_buriri | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: micronycteris_giovanniae | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: micronycteris_hirsuta | Num gaps: 116392 | Missing taxon?: N | % Missing data: 99.269923580786
Taxon: micronycteris_homezi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: micronycteris_matses | Num gaps: 116687 | Missing taxon?: N | % Missing data: 99.5215270196506
Taxon: micronycteris_megalotis | Num gaps: 116238 | Missing taxon?: N | % Missing data: 99.1385780567686
Taxon: micronycteris_microtis | Num gaps: 114932 | Missing taxon?: N | % Missing data: 98.0246997816594
Taxon: micronycteris_minuta | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: trinycteris_nicefori | Num gaps: 116110 | Missing taxon?: N | % Missing data: 99.0294077510917
Taxon: micronycteris_schmidtorum | Num gaps: 116393 | Missing taxon?: N | % Missing data: 99.2707764737991
Taxon: micronycteris_yatesi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: mimon_cozumelae | Num gaps: 116684 | Missing taxon?: N | % Missing data: 99.5189683406114
Taxon: mimon_crenulatum | Num gaps: 116404 | Missing taxon?: N | % Missing data: 99.2801582969432
Taxon: miniopterus_aelleni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_africanus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_australis | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: miniopterus_fraterculus | Num gaps: 115797 | Missing taxon?: N | % Missing data: 98.7624522379913
Taxon: miniopterus_fuliginosus | Num gaps: 114830 | Missing taxon?: N | % Missing data: 97.9377046943231
Taxon: miniopterus_fuscus | Num gaps: 116839 | Missing taxon?: N | % Missing data: 99.6511667576419
Taxon: miniopterus_gleni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_griffithsi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_griveaudi | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_inflatus | Num gaps: 116546 | Missing taxon?: N | % Missing data: 99.4012691048035
Taxon: miniopterus_maghrebensis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_magnater | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_majori | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_manavi | Num gaps: 113976 | Missing taxon?: N | % Missing data: 97.2093340611354
Taxon: miniopterus_minor | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_natalensis | Num gaps: 116081 | Missing taxon?: N | % Missing data: 99.0046738537118
Taxon: miniopterus_petersoni | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_propitristis | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_pusillus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_schreibersii | Num gaps: 112010 | Missing taxon?: N | % Missing data: 95.5325463973799
Taxon: miniopterus_schreibersii_pallidus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_sororculus | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: miniopterus_tristis | Num gaps: 116545 | Missing taxon?: N | % Missing data: 99.4004162117904
Taxon: molossops_mattogrossensis | Num gaps: 116902 | Missing taxon?: N | % Missing data: 99.7048990174673
Taxon: molossops_temminckii | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: molossus_ater | Num gaps: 117248 | Missing taxon?: Y | % Missing data: 100
Taxon: molossus_molossus | Num gaps: 116795 | Missing taxon?: N | % Missing data: 99.6136394650655
