Parsing alignment rod_subt1_mt12cp ... ... 
Length alignment: 7366
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 168 | Missing taxon?: N | % Missing data: 2.28074938908499
Taxon: geomys_knoxjonesi | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_personatus_davisi | Num gaps: 6614 | Missing taxon?: N | % Missing data: 89.7909313060005
Taxon: geomys_personatus_maritimus | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_personatus_megapotamus | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_personatus_personatus | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_pinetis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_pinetis_mobilensis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_streckeri | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: geomys_texensis | Num gaps: 5576 | Missing taxon?: N | % Missing data: 75.6991582948683
Taxon: geomys_tropicalis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: gymnuromys_roberti | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: habromys_chinanteco | Num gaps: 6620 | Missing taxon?: N | % Missing data: 89.872386641325
Taxon: habromys_delicatulus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: habromys_ixtlani | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: habromys_lepturus | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: habromys_lophurus | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: habromys_simulatus | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: hapalomys_delacouri | Num gaps: 7366 | Missing taxon?: Y | % Missing data: 100
Taxon: heteromys_anomalus | Num gaps: 5578 | Missing taxon?: N | % Missing data: 75.7263100733098
Taxon: heteromys_australis | Num gaps: 5578 | Missing taxon?: N | % Missing data: 75.7263100733098
Taxon: heteromys_desmarestianus | Num gaps: 5114 | Missing taxon?: N | % Missing data: 69.4270974748846
Taxon: heteromys_gaumeri | Num gaps: 5578 | Missing taxon?: N | % Missing data: 75.7263100733098
Taxon: heteromys_goldmani | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: heteromys_nelsoni | Num gaps: 5578 | Missing taxon?: N | % Missing data: 75.7263100733098
Taxon: heteromys_nubicolens | Num gaps: 6612 | Missing taxon?: N | % Missing data: 89.7637795275591
Taxon: heteromys_oresterus | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: hodomys_alleni | Num gaps: 6196 | Missing taxon?: N | % Missing data: 84.1162096117296
Taxon: hypogeomys_antimena | Num gaps: 6610 | Missing taxon?: N | % Missing data: 89.7366277491176
Taxon: idiurus_macrotis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: isthmomys_pirrensis | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: jaculus_blanfordi | Num gaps: 6622 | Missing taxon?: N | % Missing data: 89.8995384197665
Taxon: jaculus_deserti | Num gaps: 6636 | Missing taxon?: N | % Missing data: 90.0896008688569
Taxon: jaculus_jaculus | Num gaps: 172 | Missing taxon?: N | % Missing data: 2.33505294596796
Taxon: jaculus_orientalis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: lagurus_lagurus | Num gaps: 6638 | Missing taxon?: N | % Missing data: 90.1167526472984
Taxon: lasiopodomys_brandtii | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_gregalis | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: lasiopodomys_mandarinus | Num gaps: 174 | Missing taxon?: N | % Missing data: 2.36220472440945
Taxon: lemmus_lemmus | Num gaps: 6780 | Missing taxon?: N | % Missing data: 92.044528916644
Taxon: lemmus_sibiricus | Num gaps: 6762 | Missing taxon?: N | % Missing data: 91.8001629106707
Taxon: lemmus_trimucronatus | Num gaps: 6610 | Missing taxon?: N | % Missing data: 89.7366277491176
Taxon: liomys_adspersus | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: liomys_irroratus | Num gaps: 5112 | Missing taxon?: N | % Missing data: 69.3999456964431
Taxon: liomys_pictus | Num gaps: 5112 | Missing taxon?: N | % Missing data: 69.3999456964431
Taxon: liomys_salvini | Num gaps: 5578 | Missing taxon?: N | % Missing data: 75.7263100733098
Taxon: liomys_spectabilis | Num gaps: 6608 | Missing taxon?: N | % Missing data: 89.7094759706761
Taxon: lophuromys_flavopunctatus | Num gaps: 6160 | Missing taxon?: N | % Missing data: 83.6274775997828
Taxon: lophuromys_sikapusi | Num gaps: 6614 | Missing taxon?: N | % Missing data: 89.7909313060005
Taxon: lophuromys_zena | Num gaps: 6618 | Missing taxon?: N | % Missing data: 89.8452348628835
Taxon: macrotarsomys | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: megadontomys_cryophilus | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: megadontomys_nelsoni | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: megadontomys_thomasi | Num gaps: 6604 | Missing taxon?: N | % Missing data: 89.6551724137931
Taxon: mesocricetus_auratus | Num gaps: 168 | Missing taxon?: N | % Missing data: 2.28074938908499
Taxon: mesocricetus_brandti | Num gaps: 6750 | Missing taxon?: N | % Missing data: 91.6372522400217
Taxon: mesocricetus_newtoni | Num gaps: 6750 | Missing taxon?: N | % Missing data: 91.6372522400217
Taxon: mesocricetus_raddei | Num gaps: 6750 | Missing taxon?: N | % Missing data: 91.6372522400217
Taxon: microdipodops_megacephalus | Num gaps: 5112 | Missing taxon?: N | % Missing data: 69.3999456964431
Taxon: microdipodops_pallidus | Num gaps: 5114 | Missing taxon?: N | % Missing data: 69.4270974748846
Taxon: microtus_abbreviatus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_agrestis | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_anatolicus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_arvalis | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_bavaricus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_cabrerae | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_californicus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_canicaudus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_chrotorrhinus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_daghestanicus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_dogramacii | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_duodecimcostatus | Num gaps: 6606 | Missing taxon?: N | % Missing data: 89.6823241922346
Taxon: microtus_felteni | Num gaps: 6610 | Missing taxon?: N | % Missing data: 89.7366277491176
Taxon: microtus_fortis_calamorum | Num gaps: 174 | Missing taxon?: N | % Missing data: 2.36220472440945
